,group,subgroup,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
C40.pi5,CAT,C40,0.119461309,0.023325567,0.029455214,0.013427279,0.015052664,0.03015378,0.019217304,0.0337676,0.021474605,0.057900182,0.144630837,0.014726134,0.056124294,0.055046742,0.063135542,0.092526673,0.083123019,0.013163614,0.0331118,0.081175843
C40.pi6,CAT,C40,0.056704371,0.011735933,0.036473445,0.295550097,0.00089248,0.060951652,0.379515413,0.023046961,0.011836097,0.003118204,0.006013747,0.031420569,0.002858407,0.001297233,0.012474582,0.030033489,0.022705114,0.000773876,0.003134376,0.009463956
C40.pi7,CAT,C40,0.017902741,0.004096713,0.003569769,0.000887041,0.016076034,0.004539547,0.002318211,0.003982981,0.012729268,0.040465052,0.167614348,0.002799472,0.042417226,0.334486259,0.002011513,0.007584158,0.006822729,0.051838139,0.245254255,0.032604544
C40.pi8,CAT,C40,0.271217009,0.005648084,0.014104526,0.002101704,0.200383018,0.004826406,0.002322998,0.050250122,0.005372796,0.015068466,0.033000344,0.002064628,0.015481122,0.020299036,0.004535102,0.176419841,0.083957806,0.004626524,0.014127105,0.074193363
C40.pi9,CAT,C40,0.089473658,0.104002638,0.019019215,0.027218309,0.004553832,0.116809192,0.127507666,0.011568573,0.021574629,0.046942417,0.05120351,0.138204731,0.014765685,0.005659018,0.00955465,0.038395361,0.083665264,0.001707943,0.006218129,0.081955579
C40.pi10,CAT,C40,0.049544139,0.037534582,0.031586353,0.014364128,0.018250561,0.03165041,0.021537912,0.014019991,0.11085438,0.02470658,0.070028793,0.025814203,0.018827176,0.141804882,0.01121012,0.045609443,0.036142797,0.037198543,0.222397238,0.036917769
C40.pi11,CAT,C40,0.170431425,0.0415784,0.027110926,0.10985566,0.000974733,0.091729993,0.253645894,0.024984647,0.010138974,0.00587494,0.011652635,0.090332427,0.003651274,0.00133213,0.029361368,0.056176565,0.047904573,0.000669682,0.002263732,0.020330023
C40.pi12,CAT,C40,0.01627254,0.005482607,0.002187616,0.00101821,0.00506141,0.010441447,0.002514135,0.002193539,0.002991433,0.132817351,0.490444178,0.004012039,0.192993128,0.037624558,0.003433319,0.004012211,0.012707443,0.003210755,0.005810062,0.064772021
C40.pi13,CAT,C40,0.082376574,0.073422643,0.059838973,0.031174516,0.00656943,0.068645107,0.067553078,0.017896159,0.025114362,0.029116174,0.028790411,0.098230167,0.016802288,0.00647179,0.011404492,0.130299529,0.182037427,0.002272462,0.007957328,0.054027089
C40.pi14,CAT,C40,0.359496594,0.007240723,0.003342146,0.003148436,0.025141718,0.004901428,0.00649627,0.119468227,0.002297045,0.045876666,0.046805389,0.005016885,0.021556882,0.009202046,0.044391588,0.046527095,0.047775529,0.002454022,0.004645036,0.194216277
C40.pi15,CAT,C40,0.201558387,0.043016161,0.042538644,0.095414989,0.00323653,0.077201086,0.153490879,0.066729168,0.015521881,0.006774083,0.016511443,0.054732264,0.006016299,0.00256433,0.009197056,0.11859818,0.062547274,0.000956551,0.003115001,0.020279792
C40.pi16,CAT,C40,0.104273105,0.014706235,0.06216458,0.242406952,0.002245012,0.035649895,0.177482159,0.169781952,0.013264883,0.001892952,0.004254262,0.022065198,0.001644123,0.001257026,0.031704158,0.077863623,0.028851578,0.00069309,0.001774195,0.006025023
C40.pi17,CAT,C40,0.078118328,0.011149847,0.015927031,0.004154167,0.019444867,0.024015162,0.011663392,0.011152411,0.006358939,0.135453046,0.245757495,0.009372985,0.108778117,0.026279395,0.005529404,0.040851886,0.086051431,0.003154759,0.00851085,0.148276492
C40.pi18,CAT,C40,0.085659243,0.010123317,0.044192307,0.013506157,0.013607288,0.009259064,0.007860255,0.024540088,0.005537908,0.010059156,0.010334356,0.012731851,0.00806758,0.004715304,0.0175274,0.340647949,0.357329465,0.00142431,0.003509981,0.019367023
C40.pi19,CAT,C40,0.06745947,0.116173466,0.116310778,0.066258841,0.002163423,0.093936045,0.086550128,0.036855658,0.038114912,0.003323883,0.009383999,0.1899737,0.003948739,0.001821273,0.015120783,0.084220442,0.056595368,0.000718731,0.004618944,0.00645142
C40.pi20,CAT,C40,0.057226232,0.049472355,0.108388279,0.179393277,0.001530152,0.090366852,0.199226127,0.031647227,0.029139207,0.004580456,0.010073956,0.101562492,0.004020461,0.001370185,0.006367413,0.062114292,0.049610216,0.000666929,0.004649764,0.008594128
C40.pi21,CAT,C40,0.003602016,0.010271293,0.001345551,0.002087165,0.00454848,0.003271811,0.001785773,0.005639163,0.006496879,0.002929292,0.023263508,0.001041985,0.004459228,0.08557146,0.002499198,0.00306718,0.002590025,0.761782195,0.067880953,0.005866844
C40.pi22,CAT,C40,0.203201842,0.008389572,0.014374375,0.013501171,0.009813162,0.004451458,0.008381817,0.618488608,0.00277479,0.001182849,0.003982679,0.00445989,0.002063179,0.001961962,0.00858704,0.073991985,0.010892227,0.001860615,0.001563867,0.006076914
C40.pi23,CAT,C40,0.005089878,0.002874079,0.005709296,0.001612615,0.006177645,0.002469315,0.001204042,0.001633418,0.039346078,0.005908878,0.02493436,0.001371366,0.004979516,0.356312695,0.001413642,0.005952767,0.003653677,0.035798738,0.485364585,0.008193411
C40.pi24,CAT,C40,0.040333568,0.05401864,0.021605246,0.00982186,0.008154954,0.038363908,0.037540658,0.00479344,0.017673557,0.189342416,0.105185986,0.06073774,0.030559984,0.011914078,0.007755055,0.025711017,0.100991317,0.002878002,0.011527694,0.221090883
C40.pi25,CAT,C40,0.079008629,0.106544115,0.030938427,0.054601239,0.002494788,0.184337598,0.199788278,0.019265585,0.027070047,0.007566749,0.025454239,0.155310882,0.009802444,0.002377344,0.005664068,0.033237081,0.035957474,0.00116828,0.004882081,0.01453065
C40.pi26,CAT,C40,0.072224067,0.048972841,0.067892961,0.119488399,0.006475535,0.070896957,0.134588657,0.02878154,0.069901133,0.01735887,0.051987008,0.049034179,0.015441104,0.034823303,0.014559749,0.058957988,0.042597278,0.008791377,0.055438671,0.031788383
C40.pi27,CAT,C40,0.108584243,0.020645002,0.044195629,0.15296666,0.001250257,0.040539814,0.166485119,0.033609847,0.013490218,0.00388218,0.008986144,0.057622709,0.002433904,0.001455352,0.199009502,0.084674975,0.045471522,0.000590283,0.002765016,0.011341625
C40.pi28,CAT,C40,0.030952639,0.319588732,0.030133664,0.008235213,0.006559396,0.083260811,0.029197408,0.015420619,0.031038509,0.009825161,0.02379002,0.3062635,0.009707173,0.003689164,0.009502911,0.029528544,0.03030523,0.002812529,0.006885064,0.013303715
C40.pi29,CAT,C40,0.009895374,0.001960453,0.000730794,0.000374823,0.002827674,0.0017337,0.00091821,0.000699707,0.001041948,0.311504036,0.37503878,0.001396051,0.047445107,0.029860743,0.002529626,0.001462802,0.007573897,0.001679977,0.004025993,0.197300307
C40.pi30,CAT,C40,0.116321392,0.027332101,0.025016366,0.073191772,0.003479228,0.058667725,0.13808805,0.019319347,0.016024074,0.071224343,0.077147354,0.035512049,0.024284107,0.009411769,0.050892683,0.047556028,0.072655223,0.002689272,0.007616602,0.123570516
C40.pi31,CAT,C40,0.128521824,0.037307349,0.117984422,0.040274999,0.017292888,0.043970611,0.025069227,0.112703314,0.060698106,0.010935027,0.025841577,0.028874965,0.016759296,0.01991183,0.018067498,0.174148948,0.064896766,0.006357495,0.032177165,0.018206695
C40.pi32,CAT,C40,0.037228694,0.009452803,0.005337732,0.002370317,0.014494009,0.007909714,0.004858515,0.004643394,0.01867951,0.182045953,0.178009932,0.005819848,0.03713343,0.146377242,0.00485386,0.010357068,0.028416158,0.02112936,0.095890519,0.184991944
C40.pi33,CAT,C40,0.053564373,0.115979776,0.023917268,0.011353736,0.009625623,0.092858507,0.039169908,0.012027933,0.038488795,0.052274827,0.18923926,0.099603775,0.07122191,0.026421374,0.008372057,0.029911402,0.038948485,0.010423205,0.026503005,0.050094784
C40.pi34,CAT,C40,0.13324248,0.003314768,0.002270499,0.001273924,0.024651426,0.003084347,0.004046152,0.008913921,0.001586468,0.1971285,0.125128844,0.002371323,0.02869472,0.015699525,0.011884574,0.017146183,0.056329801,0.001734182,0.004877841,0.356620522
C40.pi35,CAT,C40,0.149865819,0.032660722,0.017645282,0.028035479,0.00354374,0.034815131,0.04353807,0.031111264,0.014062571,0.010195331,0.025143393,0.039312498,0.005154832,0.004753395,0.392380045,0.087449698,0.047330672,0.001521524,0.00432083,0.027159705
C40.pi36,CAT,C40,0.421436636,0.006142597,0.01215905,0.007330507,0.018760969,0.007274856,0.008683778,0.09023331,0.003026204,0.003936278,0.004719332,0.005150868,0.003830659,0.002715614,0.020894024,0.290118879,0.065192231,0.000810824,0.002362285,0.0252211
C40.pi37,CAT,C40,0.177071389,0.133278205,0.031165678,0.022650023,0.007834895,0.075247149,0.050976724,0.089738951,0.022066714,0.005951985,0.020536973,0.125768933,0.009298248,0.004051418,0.026408791,0.116959145,0.056556696,0.002994713,0.00493467,0.016508701
C40.pi38,CAT,C40,0.029398403,0.037090172,0.148362263,0.10997099,0.003172909,0.038868845,0.046427034,0.422242016,0.027249464,0.000799733,0.00376343,0.062231446,0.001665705,0.001503963,0.005648183,0.04722524,0.008656898,0.000917602,0.002769312,0.002036392
C40.pi39,CAT,C40,0.026577932,0.079110475,0.131860313,0.028031414,0.010136914,0.098971081,0.026905723,0.017337663,0.28151337,0.006464698,0.026821005,0.047474914,0.007237527,0.02769609,0.0083015,0.04262767,0.025904251,0.007852895,0.089159839,0.010014726
C40.pi40,CAT,C40,0.00960965,0.002713618,0.001310443,0.000633186,0.007730168,0.003389942,0.00104719,0.002022744,0.003900142,0.073309801,0.445169159,0.001493148,0.07325753,0.263017169,0.004276809,0.003611736,0.00579284,0.018127573,0.037069805,0.042517348
C50.pi1,CAT,C50,0.135756676,0.032851194,0.093769292,0.075718207,0.004188705,0.044801047,0.057280537,0.121086619,0.016746503,0.004971924,0.011382328,0.045809607,0.006456316,0.002929281,0.022870519,0.206011578,0.101134798,0.001244303,0.005610461,0.009380108
C50.pi2,CAT,C50,0.053086275,0.190593601,0.059577228,0.032097047,0.002660808,0.11526059,0.084061788,0.019649518,0.027472978,0.00649192,0.015870912,0.263553978,0.007817123,0.001723117,0.01216393,0.044934766,0.047242561,0.000840719,0.003760872,0.011140272
C50.pi3,CAT,C50,0.00832798,0.000717203,0.000635964,0.000313439,0.002054741,0.00073516,0.000537371,0.000557691,0.000485872,0.43709106,0.120872222,0.000639491,0.019549966,0.009017527,0.000726525,0.000787619,0.005707667,0.000645345,0.001679726,0.388917432
C50.pi4,CAT,C50,0.207286835,0.01668587,0.012917766,0.002062557,0.084998223,0.015175764,0.006590366,0.047204758,0.013028926,0.034569076,0.104272276,0.007586139,0.049804231,0.057290975,0.006492836,0.118361804,0.078033951,0.012835237,0.032357692,0.092444721
C50.pi5,CAT,C50,0.036418118,0.00764271,0.005272553,0.002038995,0.017100994,0.006408823,0.004239937,0.005382424,0.019859616,0.136152303,0.165189292,0.004548162,0.038747906,0.202592266,0.005505335,0.012111195,0.025462183,0.032758046,0.136802531,0.135766615
C50.pi6,CAT,C50,0.05354892,0.009954337,0.026907321,0.307615073,0.000710102,0.057498864,0.406617337,0.020453767,0.009628648,0.002587971,0.004972146,0.028098909,0.002514346,0.001061801,0.012431799,0.024724602,0.019110737,0.000638597,0.002413221,0.008511504
C50.pi7,CAT,C50,0.007473373,0.00252266,0.003396751,0.000557401,0.008115829,0.00376589,0.001361044,0.002201776,0.011514268,0.019573044,0.126887849,0.00184973,0.026914168,0.382198594,0.001997042,0.005712794,0.003969234,0.0553576,0.318409939,0.016221015
C50.pi8,CAT,C50,0.261559297,0.002709885,0.012490826,0.002015385,0.274022853,0.001704389,0.00076678,0.046349803,0.001947436,0.008285828,0.014704871,0.001078724,0.006305137,0.006208086,0.003944244,0.194004265,0.096369949,0.001618548,0.004843139,0.059070555
C50.pi9,CAT,C50,0.119055704,0.095632025,0.02159953,0.037832334,0.004153609,0.115134817,0.133708445,0.017937522,0.021676705,0.033622877,0.055740219,0.113245233,0.017840733,0.006340593,0.014760695,0.047866693,0.071209104,0.002286724,0.007572863,0.062783577
C50.pi10,CAT,C50,0.050501034,0.028138113,0.034187219,0.017815754,0.018314001,0.027172955,0.021201866,0.017605265,0.119010411,0.016164522,0.056123253,0.020390885,0.014652104,0.155348413,0.01352516,0.047895965,0.029296321,0.037605863,0.24772838,0.027322515
C50.pi11,CAT,C50,0.123944691,0.035552587,0.04097691,0.147995335,0.001156398,0.090886931,0.270027027,0.028358971,0.01267602,0.006482503,0.01221013,0.078743382,0.004246744,0.001654086,0.02057175,0.055294025,0.047423997,0.000859662,0.002782321,0.018156531
C50.pi12,CAT,C50,0.016054206,0.002735919,0.001470808,0.00070049,0.003482015,0.006147005,0.001635969,0.002213793,0.001320723,0.164003512,0.461604351,0.002134221,0.21740995,0.014375169,0.001369426,0.003761438,0.017265141,0.001145434,0.001943854,0.079226578
C50.pi13,CAT,C50,0.15481924,0.013132456,0.02805841,0.009530162,0.016626742,0.017522895,0.017096913,0.017961672,0.007838559,0.086518121,0.052336991,0.013280218,0.032634821,0.008351123,0.014559441,0.109632708,0.22181086,0.001582997,0.006217336,0.170488335
C50.pi14,CAT,C50,0.295031359,0.00275807,0.002161627,0.001536419,0.037543919,0.002880873,0.004297628,0.02617267,0.000829497,0.083493814,0.055360631,0.002264231,0.018125991,0.007443308,0.012679405,0.038291334,0.078320517,0.001001515,0.003401642,0.32640555
C50.pi15,CAT,C50,0.16831771,0.082039615,0.052604871,0.082251715,0.002303,0.096934125,0.1488943,0.053529119,0.017980323,0.003250364,0.011494109,0.115640264,0.00394399,0.001500295,0.006685415,0.092451166,0.04807695,0.00061521,0.002502292,0.008985168
C50.pi16,CAT,C50,0.033408818,0.013448579,0.159091815,0.365754247,0.002512709,0.032766515,0.182073935,0.074080719,0.02020109,0.001665003,0.003670096,0.029551789,0.001708781,0.001142281,0.007315512,0.042678807,0.021116211,0.000593149,0.003472458,0.003747488
C50.pi17,CAT,C50,0.077758698,0.017443836,0.005342334,0.004343153,0.006252395,0.022085128,0.016176929,0.00539032,0.008067558,0.105294522,0.16173659,0.014831992,0.028825391,0.01689853,0.256542687,0.020208966,0.054292969,0.00601461,0.007810997,0.164682397
C50.pi18,CAT,C50,0.072701398,0.004897719,0.002609538,0.001142012,0.019874741,0.006694934,0.003040143,0.007907485,0.00264929,0.168578888,0.318548916,0.002602491,0.073559704,0.049041998,0.00516991,0.012863083,0.030535692,0.005085784,0.009527917,0.202968356
C50.pi19,CAT,C50,0.065815384,0.083343299,0.022458228,0.010773582,0.009297468,0.074595199,0.02997541,0.014633656,0.014802663,0.067188872,0.219867599,0.086817209,0.108415684,0.01558127,0.007113215,0.038145195,0.056294824,0.005642168,0.010281304,0.058957774
C50.pi20,CAT,C50,0.052527835,0.036489739,0.090301399,0.185466099,0.00377954,0.077685729,0.178928729,0.023201165,0.068770201,0.013582542,0.033735065,0.045814377,0.01084578,0.019102004,0.008872998,0.04952892,0.038935844,0.004629276,0.035419595,0.022383164
C50.pi21,CAT,C50,0.002651597,0.00808852,0.001057202,0.001605214,0.003654031,0.00229795,0.001468177,0.004623091,0.004388762,0.002066946,0.017244487,0.000659358,0.00346915,0.065835145,0.001918547,0.002249842,0.002127887,0.818334501,0.051591836,0.00466776
C50.pi22,CAT,C50,0.054813317,0.069204416,0.021126571,0.020777913,0.007264657,0.056786566,0.073845658,0.005179771,0.016840846,0.138610489,0.071379515,0.089639334,0.020120549,0.008215039,0.010404902,0.028234442,0.099559711,0.001972209,0.007405404,0.198618692
C50.pi23,CAT,C50,0.004795527,0.002803379,0.005050624,0.001408052,0.006167124,0.001935013,0.000986155,0.001439682,0.038962324,0.004895039,0.015174815,0.001230664,0.00325204,0.360199306,0.001126632,0.005450994,0.003476392,0.036289993,0.4980201,0.007336147
C50.pi24,CAT,C50,0.0365463,0.028007063,0.018360612,0.00705258,0.009325168,0.030023943,0.022181284,0.004777864,0.017884032,0.202594731,0.197301213,0.025020975,0.055786264,0.025806754,0.004277221,0.020937422,0.073139894,0.004973817,0.020060117,0.195942746
